itemid,title,genres,rating,region
1013,Kazaz Restaurant,Restaurant|Vegetarian Friendly|Fast Food|Egyptain,4,Cairo
1014,Nagib Mafouz,Restaurant|Vegetarian Friendly|Egyptian|Cafe,4.5,Cairo
1015,Aqua e Luce,Restaurant|Mediterranean|Vegetarian Friendly|Seafood,5,Cairo
1016,Felfela,Restaurant|Mediterranean|Vegetarian Friendly|Seafood,4,Cairo
1017,Abou el-Sid,Restaurant|Mediterranean|Vegetarian Friendly|Seafood,4,Cairo
1018,Cairo Kitchen,Restaurant|Mediterranean|Vegetarian Friendly|Seafood,4,Cairo
1019,Bab El Nil Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Seafood,4.5,Cairo
1020,JW's Steakhouse . Cairo Marriott Hotel & Omar Khayyam Casino,Restaurant|Mediterranean,4.5,Cairo
1021,Bella,Restaurant|Vegetarian Friendly|Italian,4.5,Cairo
1022,Aura,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1023,The Blue Restaurant & Grill,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1024,Asmak,Restaurant|Mediterranean|Seafood|Egyptian,4.5,Cairo
1025,Fuego Grill And Sushi Bar,Restaurant|Vegetarian Friendly,4.5,Cairo
1026,Koshari al-Tahrir,Restaurant|Vegetarian Friendly|Fast Food|Egyptain,4,Cairo
1027,Tamara,Restaurant|Mediterranean|Vegetarian Friendly,4,Cairo
1028,Kebabgy Oriental Grill,Restaurant|Mediterranean|Egyptian,4,Cairo
1029,Crave,Restaurant|Vegetarian Friendly,4,Cairo
1030,Tabla Luna,Restaurant|Vegetarian Friendly,4,Cairo
1031,Fish Market,Restaurant|Mediterranean|Seafood|Egyptian,4,Cairo
1032,Spectra Restaurant & Cafe,Restaurant|Vegetarian Friendly|Italian,4,Cairo
1033,Eatery,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4,Cairo
1034,The Grill Restaurant & Lounge,Restaurant|Mediterranean|French,5,Cairo
1035,Fayruz Lebanese Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,5,Cairo
1036,Bab Al Qasr,Restaurant|Mediterranean|Vegetarian Friendly,5,Cairo
1037,Birdcage,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1038,Maestro Italian Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1039,Sabaya,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1040,Al Khal Egyptian Restaurant,Restaurant|Mediterranean,4.5,Cairo
1041,Shogun Japanese Restaurant,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1042,Kazoku,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1043,O's Pasta,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1044,Windows Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Cairo
1045,Kamala at Conrad Cairo,Restaurant|Asian,5,Cairo
1046,Sachi Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1047,Saigon Restaurant & Lounge,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1048,Night & Day,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1049,Indira Indian Restaurant,Restaurant|vegetarian Friendly|Asian,5,Cairo
1050,Osmanly Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1051,Pane Vino Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1052,Koshary Abou Tarek,Restaurant|Fast Food |Egyptian,4.5,Cairo
1053,Sequoia,Restaurant|Mediterranean|Egyptian,4.5,Cairo
1054,Sushiramis,Restaurant|Asian,5,Cairo
1055,The Smokery,Restaurant|Vegetarian Friendly|French|Seafood,4.5,Cairo
1056,Carlo's - Le Pacha 1901,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1057,Taboula Lebanese Restaurant,Restaurant|Mediterranean,4.5,Cairo
1058,Naguib Mahfouz Cafe,Restaurant|Egyptian|Cafe,4.5,Cairo
1059,Maria's,Restaurant|Vegetarian Friendly,5,Cairo
1060,Tao,Restaurant|vegetarian Friendly|Asian,5,Cairo
1061,Oak Grill,Restaurant|Vegetarian Friendly,4.5,Cairo
1062,Crave Cairo Festival City,Restaurant|Mediterranean|Vegetarian Friendly,4,Cairo
1063,Ayadina Lebanese restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4,Cairo
1064,Pepenero,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1065,Bua Khao,Restaurant|vegetarian Friendly|Asian,4,Cairo
1066,Pomodoro,Restaurant|Mediterranean|Egyptian|Seafood,4,Cairo
1067,City Stars' foodcourt,Restaurant|Fast Food,4,Cairo
1068,Pool Lounge & Grill,Restaurant|Mediterranean,5,Cairo
1069,Saraya Gallery,Restaurant|French,4.5,Cairo
1070,Kaber Sobhy Restaurant,Restaurant|Egyptian,4,Cairo
1071,Nile Terrace,Restaurant|Bar,4.5,Cairo
1072,Abou el Sid,Restaurant|Mediterranean|Egyptian,4,Cairo
1073,The View Restaurant,Restaurant|Mediterranean,4.5,Cairo
1074,Hard Rock Cafe,Restaurant|American|Bar,4.5,Cairo
1075,Crimson Bar & Grill,Restaurant|Mediterranean|Vegetarian Friendly|American|Bar,4,Cairo
1076,Egyptian Pancake House,Restaurant|Mediterranean|Egyptian,4.5,Cairo
1077,Mercado,Restaurant|Mediterranean,4.5,Cairo
1078,Ristorante Tuscany,Restaurant|Mediterranean|Italian,4.5,Cairo
1079,Oldish,Restaurant|Vegetarian Friendly|Egyptian,4,Cairo
1080,The White Owl,Restaurant|Vegetarian Friendly|Italian,4.5,Cairo
1081,Khan El Khalili Restaurant,Restaurant|Mediterranean|Egyptian,4,Cairo
1082,LEXIE'S,Restaurant|Italian,5,Cairo
1083,Cortigiano,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4,Cairo
1084,Manipuri,Restaurant|Vegetarian Friendly,4.5,Cairo
1085,TBS- The Bakery Shop,Restaurant|Mediterranean,4,Cairo
1086,O.Liv.O Pizzeria & Bar,Restaurant|Vegetarian Friendly|Italian,4,Cairo
1087,Scores Sports Bar & Restaurant,Restaurant|American|Bar,5,Cairo
1088,The Grill Restaurant & Lounge,Restaurant|Mediterranean|French,5,Cairo
1089,Fayruz Lebanese Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,5,Cairo
1090,Bab Al Qasr,Restaurant|Vegetarian Friendly|Egyptian,5,Cairo
1091,Birdcage,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1092,Maestro Italian Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1093,MIRAI,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1094,Esplanade Cafe Restaurant,Restaurant|Mediterranean|Egyptian,5,Cairo
1095,Sabaya,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1096,Al Khal Egyptian Restaurant,Restaurant|Egyptian,4.5,Cairo
1097,Shogun Japanese Restaurant,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1098,Kazoku,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1099,O's Pasta,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1100,Windows Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Cairo
1101,Kamala at Conrad Cairo,Restaurant|Asian,5,Cairo
1102,Maharaja Indian Restaurant at Ramses Hilton,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1103,Sachi Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1104,Saigon Restaurant & Lounge,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1105,Night & Day,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1106,Indira Indian Restaurant,Restaurant|vegetarian Friendly|Asian,5,Cairo
1107,Osmanly Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1108,Pane Vino Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
1109,Koshary Abou Tarek,Restaurant|Egyptian|Fast Food,4.5,Cairo
1110,Sequoia,Restaurant|Mediterranean|Egyptian,4.5,Cairo
1111,Sushiramis,Restaurant|Asian,5,Cairo
1112,The Smokery,Restaurant|Vegetarian Friendly|Seafood,4.5,Cairo
1113,Carlo's - Le Pacha 1901,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1114,Taboula Lebanese Restaurant,Restaurant|Mediterranean,4.5,Cairo
1115,Naguib Mahfouz Cafe,Restaurant|Egyptian|Cafe,4.5,Cairo
1116,Maria's,Restaurant|Vegetarian Friendly,5,Cairo
1117,Tao,Restaurant|vegetarian Friendly|Asian,5,Cairo
1118,Little Swiss Restaurant,Restaurant|Mediterranean,4.5,Cairo
1119,Ovio,Restaurant|Vegetarian Friendly|Cafe,4,Cairo
1120,Gaya Restaurant,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1121,Koshary El Tahrir,Restaurant|Mediterranean|Vegetarian Friendly,4,Cairo
1122,Upper Deck Lounge,Restaurant|Bar,4.5,Cairo
1123,Torii The Gateway To Sushi And Teppanyaki,Restaurant|vegetarian Friendly|Asian,4,Cairo
1124,Al Dabke,Restaurant|Mediterranean,4,Cairo
1125,Makino,Restaurant|vegetarian Friendly|Asian,4,Cairo
1126,Ted's,Restaurant|Vegetarian Friendly,4,Cairo
1127,El Malky,Restaurant|Mediterranean,4.5,Cairo
1128,Fuddruckers,Restaurant|American,4,Cairo
1129,Blue Nile,Restaurant|Mediterranean|Egyptian,3.5,Cairo
1130,Tea Garden,Restaurant|Vegetarian Friendly|Cafe,4.5,Cairo
1131,Mezzeh Restaurant,Restaurant|Vegetarian Friendly,4.5,Cairo
1132,Tutti Matti,Restaurant|Mediterranean|Italian,4,Cairo
1133,Italiano restaurant at Concorde El Salam Hotel Cairo,Restaurant|Mediterranean|Italian,4.5,Cairo
1134,Asmak Bahary,Restaurant|Mediterranean|Egyptian|Seafood,4.5,Cairo
1135,Yokal,Restaurant|Egyptian|Fast Food,4,Cairo
1136,Ahlein,Restaurant|Mediterranean,4,Cairo
1137,Blackstone Bistro,Restaurant|American,4.5,Cairo
1138,El Borg Restaurants For Sea Food,Restaurant|Mediterranean|Egyptian|Seafood,4,Cairo
1139,El Dahan Restaurant,Restaurant|Egyptian,4,Cairo
1140,JW's Steakhouse,Restaurant|American,4,Cairo
1141,The Tap East,Restaurant|Vegetarian Friendly|Bar,4,Cairo
1142,Crave,Restaurant|Vegetarian Friendly,4,Cairo
1143,La Brioche Doree,Restaurant|French|Cafe,4,Cairo
1144,The Lounge Restaurant,Restaurant|Vegetarian Friendly,4.5,Cairo
1145,Cilantro,Restaurant|Cafe,4,Cairo
1146,The Grill Restaurant & Lounge,Restaurant|Mediterranean|French,5,Cairo
1147,Fayruz Lebanese Restaurant,Restaurant|Mediterranean,5,Cairo
1148,Bab Al Qasr,Restaurant|Egyptian,5,Cairo
1149,Birdcage,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1150,Maestro Italian Restaurant,Restaurant|Mediterranean|Italian,4.5,Cairo
1151,MIRAI,Restaurant|Asian,4.5,Cairo
1152,Esplanade Cafe Restaurant,Restaurant|Mediterranean,5,Cairo
1153,Sabaya,Restaurant|Mediterranean,4.5,Cairo
1154,Al Khal Egyptian Restaurant,Restaurant|Egyptian,4.5,Cairo
1155,Shogun Japanese Restaurant,Restaurant|Asian,4.5,Cairo
1156,Kazoku,Restaurant|Asian,4.5,Cairo
1157,O's Pasta,Restaurant|Mediterranean|Italian,4.5,Cairo
1158,Windows Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Cairo
1159,Kamala at Conrad Cairo,Restaurant|Asian,5,Cairo
1160,Maharaja Indian Restaurant at Ramses Hilton,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1161,Sachi Restaurant,Restaurant|Mediterranean|Asian,4.5,Cairo
1162,Saigon Restaurant & Lounge,Restaurant|Asian,4.5,Cairo
1163,Night & Day,Restaurant|Egyptian,4.5,Cairo
1164,Indira Indian Restaurant,Restaurant|vegetarian Friendly|Asian,5,Cairo
1165,Osmanly Restaurant,Restaurant|Mediterranean,4.5,Cairo
1166,Pane Vino Restaurant,Restaurant|Mediterranean|Italian,4.5,Cairo
1167,Koshary Abou Tarek,Restaurant|Egyptian|Fast Food,4.5,Cairo
1168,Sequoia,Restaurant| Mediterranean,4.5,Cairo
1169,Sushiramis,Restaurant|Asian,5,Cairo
1170,The Smokery,Restaurant|French|Asian,4.5,Cairo
1171,Carlo's - Le Pacha 1901,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1172,Taboula Lebanese Restaurant,Restaurant|Mediterranean,4.5,Cairo
1173,Naguib Mahfouz Cafe,Restaurant|Egyptian|Cafe,4.5,Cairo
1174,Maria's,Restaurant|Vegetarian Friendly,5,Cairo
1175,Tao,Restaurant|Asian,5,Cairo
1176,The Grill Restaurant & Lounge,Restaurant|Mediterranean|French,5,Cairo
1177,Fayruz Lebanese Restaurant,Restaurant|Mediterranean,5,Cairo
1178,Bab Al Qasr,Restaurant|Egyptian,5,Cairo
1179,Birdcage,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1180,Maestro Italian Restaurant,Restaurant|Mediterranean|Italian,4.5,Cairo
1181,MIRAI,Restaurant|Asian,4.5,Cairo
1182,Esplanade Cafe Restaurant,Restaurant|Mediterranean,5,Cairo
1183,Sabaya,Restaurant|Mediterranean,4.5,Cairo
1184,Al Khal Egyptian Restaurant,Restaurant|Egyptian,4.5,Cairo
1185,Shogun Japanese Restaurant,Restaurant|Asian,4.5,Cairo
1186,Kazoku,Restaurant|Asian,4.5,Cairo
1187,O's Pasta,Restaurant|Mediterranean|Italian,4.5,Cairo
1188,Windows Restaurant,Restaurant|Mediterranean,4.5,Cairo
1189,Kamala at Conrad Cairo,Restaurant|Asian,5,Cairo
1190,Maharaja Indian Restaurant at Ramses Hilton,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1191,Sachi Restaurant,Restaurant|Mediterranean|Asian,4.5,Cairo
1192,Saigon Restaurant & Lounge,Restaurant|Asian,4.5,Cairo
1193,Night & Day,Restaurant|Egyptian,4.5,Cairo
1194,Indira Indian Restaurant,Restaurant|vegetarian Friendly|Asian,5,Cairo
1195,Osmanly Restaurant,Restaurant|Mediterranean,4.5,Cairo
1196,Pane Vino Restaurant,Restaurant|Mediterranean|Italian,4.5,Cairo
1197,Koshary Abou Tarek,Restaurant|Egyptian|Fast Food,4.5,Cairo
1198,Sequoia,Restaurant|Mediterranean,4.5,Cairo
1199,Sushiramis,Restaurant|Asian,5,Cairo
1200,The Smokery,Restaurant|Asian|French,4.5,Cairo
1201,Carlo's - Le Pacha 1901,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1202,Taboula Lebanese Restaurant,Restaurant|Mediterranean,4.5,Cairo
1203,Restaurant|Italian|Fast Food |Mediterranean,Restaurant|Egyptian|Cafe,4.5,Cairo
1204,Private Half-Day Tour: Saqqara and Memphis from Cairo,trip|low-price|short|ancientEgypt,4,Cairo
1205,"Layover Day Tour of Giza Pyramids, Cairo, Egyptian Museum and Bazaar from Cairo Airport",trip|moderate-price|short|ancientEgypt,3.5,Giza
1206,Luxor Airport Private Arrival Transfer,trip|low-price|fullday,2,Luxor
1207,Full Day Tour Visiting Coptic and Islamic Cairo,trip|low-price|short|ancientEgypt,4,Luxor
1208,"Private Tour: Luxor Day trip from Hurghada, Including Valley of the Kings, Hatshepsut Temple, and Karnak Temple",trip|moderate-price|short|ancientEgypt,3,Hurghada
1209,Private Guided Day Tour to Tanis Bubastis and the Suez Canal from Cairo,trip|moderate-price|short|safari,3.5,Taba
1210,Luxor Karnak Sound and Light Show,trip|low-price|short|ancientEgypt,4,Giza
1211,Private Tour: Hurghada City Sightseeing in submarine,trip|low-price|short|submarine,4.5,Hurghada
1212,"Luxor by bus guided group tour Valley of the kings,Karnak and Hatshepsut Temples",trip|moderate-price|short|ancientEgypt,4,Luxor
1213,Tiran Island Cruise and Snorkeling,trip|low-price|short|snorkling|cruise,4.5,Cairo
1214,Transfer from Luxor To Hurghada,trip|moderate-price|short,2,Luxor
1215,Private Full-Day Fayoum Oasis and Waterfalls of Wadi El-Rayan Tour from Cairo,trip|low-price|fullDay|safari|ride,3.5,Fayoum
1216,Scuba diving 2 dives from the boat in Sharm El Sheikh,trip|moderate-price|short|diving,3,Sharm
1217,Tour to Alexandria from Cairo by Car,trip|moderate-price|short|sea,5,Alexandria
1218,Private Departure Transfer from Hotels in Cairo or Giza to Cairo International Airport,trip|low-price|short,2,Giza
1219,Sea Scope semi Submarine,trip|low-price|short|submarine,4.5,Dahab
1220,Cairo shopping tour,trip|low-price|short,2,Cairo
1221,Transfer from Cairo airport to hotel,trip|low-price|short,2,Cairo
1222,Dolphin House Snorkeling- Banana fun-Hurghada,trip|low-price|short|snorkling|sea,4,Hurghada
1223,private pick up transfer from Cairo airport to hotels in cairo or giza,trip|low-price|short,2,Cairo
1224,Day tour to Luxor from Safaga port,trip|moderate-price|short|ancientEgypt,3.5,Hurghada
1225,Private Tour to Luxor west bank tombs,trip|moderate-price|short|ancientEgypt|cruise,4,Luxor
1226,2 Private days in Giza and Cairo including airport transfers,trip|low-price|long|ancientEgypt,3,Giza
1227,Private Day Tour in Dahshur and Quad Bike Adventure,trip|low-price|short|ride,3.5,Dahab
1228,Private Transfer from Cairo Airport to Hotel in Giza,trip|low-price|long,2.5,Cairo
1229,Private Half-Day trip to Giza Pyramids sphinx with Camel-Riding,trip|low-price|short|ancientEgypt|safari,4,Cairo
1230,"Islamic Cairo Walking Tour: Khan el Khalili, Al-Azhar Mosque",trip|low-price|short|ancientEgypt,3.5,Cairo
1231,Two-Day Private Guided City Tour of Cairo Giza and Saqqara,trip|low-price|long|ancientEgypt,4,Giza
1232,2-Hour Camel or Horse Ride Excursion Around the Pyramids,trip|low-price|short|safari|ride,4,Giza
1233,offers safari in fayoum,trip|high-price|long|safari|ride,4,Fayoum
1234,Giftun Island Budget Snorkeling trip from Hurghada,trip|low-price|short|snorkling,4.5,Hurghada
1235,Sharm El Sheikh City Tour,trip|moderate-price|short,4,Sharm
1236,"2-Day Private Tour: Luxor West and East Bank, Karnak Temple Valley of the Kings and Hatshepsut Temple Colossi of Memnon",trip|moderate-price|long|ancientEgypt,4.5,Luxor
1237,Hot Air Balloon Ride in Luxor,trip|moderate-price|short|parsailing,4,Luxor
1238,Paradise Class Semi Submarine,trip|low-price|short|submarine,3.5,Dahab
1239,Tour to Dendera and Abydos Temples,trip|moderate-price|short|ancientEgypt,4,Aswan
1240,Half Day Guided Tour To Memphis City for diving  and Dahshur,trip|low-price|short|diving,4,Dahab
1241,One-Day Private Tour to Luxor from Hurghada by Vehicle or Car,trip|low-price|short|ancientEgypt,3.5,Hurghada
1242,Camel or horse riding at the Pyramids from Cairo,trip|low-price|short|safari|ride,4.5,Cairo
1243,Private Arrival Transfer from Luxor Airport,trip|low-price|short,2,Luxor
1244,Private Half Day Tour to Giza Pyramids and Sphinx from Cairo,trip|low-price|short|ancientEgypt,3.5,Cairo
1245,Cairo airport private transfer to Cairo and Giza hotels,trip|low-price|short,2,Cairo
1246,"Boat trip to Orange bay with lunch , snorkeling and water sports",trip|low-price|short|snorkling|cruise,4.5,Cairo
1247,Private Tour: Luxor Flight and Tour from Sharm el Sheikh,trip|high-price|short,2,Sharm
1248,Half-Day Tour from Cairo: Dahshur Pyramids Sakkara and Memphis City,trip|low-price|short|ancientEgypt,3.5,Cairo
1249,Day trip from Cairo to El Mokkatm Mountain Cave Church,trip|moderate-price|short|climb,4,Cairo
1250,Private Felucca in the River Nile,trip|low-price|short|cruise,4,Cairo
1251,"Private tour of Giza Pyramids,Saqqara Pyramid& Dahshour Pyramids (All inclusive)",trip|moderate-price|short|ancientEgypt,3.5,Cairo
1252,private tour to Karnak and Luxor Temples Day tour in Luxor,trip|low-price|short|ancientEgypt,4,Luxor
1253,"Day Tour to Ramesseum Temple, Habu Temple, and Valley of the Nobles",trip|low-price|short|ancientEgypt,3.5,Aswan
1254,4 Days 3 Nights Aswan & Luxor Nile cruise,trip|moderate-price|long|ancientEgypt|cruise,4,Aswan
1255,Nubian Village Excursion from Aswan,trip|low-price|short|ancientEgypt|cruise,4,Luxor
1256,Day tour to Luxor from Marsa Alam,trip|moderate-price|short|ancientEgypt,4.5,Marsa Alam
1257,Private Full-Day Walking Tour through Islamic Cairo,trip|low-price|short,3.5,Cairo
1258,Full-Day East and West Luxor Private Tour,trip|low-price|short|ancientEgypt,4,Alexandria
1259,Alexandria Day trip from Cairo,trip|moderate-price|short|sea,3,Alexandria
1260,6-Hour Private Layover Tour to the Pyramids and the Sphinx,trip|low-price|short|ancientEgypt,4,Cairo
1261,"Dolphin Habitat Snorkeling Tour from Hurghada, Makadi or El Gouna",trip|low-price|short|snorkling,4.5,Hurghada
1262,Full private day tour in Aswan to visit Phelae temple and Nubian Village with lunch included,trip|moderate-price|fullday|ancientEgypt,3.5,Aswan
1263,Full-Day Private Tour: Historic Alexandria From Cairo,trip|moderate-price|fullDay|sea,3,Alexandria
1264,Nile Maxim dinner cruise on the Nile,trip|low-price|short|cruise,4,Cairo
1265,Islamic Cairo Tour,trip|low-price|short,5,Cairo
1266,DAY trip TO BAHARIYA OASIS VISIT BLACK AND WHITE DESERT FROM CAIRO,trip|moderate-price|short|safari,4,Fayoum
1267,Private Transfer - Cairo Airport Arrivals Hall to Hotel,trip|low-price|long,2.5,Cairo
1268,Full-Day Alexandria Private Tour with Tour Guide from Cairo,trip|moderate-price|short|sea,4.5,Alexandria
1269,Dolphin House and Banana Boat Fun from Hurghada,trip|low-price|short|snorkling|submarine|sea,3.5,Hurghada
1270,Private Tour: Abu Simbel by Minibus from Aswan,trip|moderate-price|short|ancientEgypt,4,Aswan
1271,Tour to Luxor from Hurghada,trip|moderate-price|short|ancientEgypt,4.5,Hurghada
1272,3-Hour Nile River Buffet Dinner Cruise,trip|low-price|short|cruise,3.5,Cairo
1273,"Private Full Day Tour: Giza Pyramids, Sphinx, Sakkara and City of Memphis",trip|moderate-price|short|ancientEgypt|safari,4,Giza
1274,2-Hour Nile River Lunch Cruise in Cairo,trip|low-price|short|cruise,3.5,Cairo
1275,"Private Tour: Coptic Cairo, The Hanging Church, Abu Serga, Ben Ezra",trip|low-price|short|ancientEgypt,4.5,Cairo
1276,"Cairo Stopover Tour To Giza Pyramids Egyptian Museum, Citadel & Bazaar",trip|moderate-price|short,3.5,Cairo
1277,"Luxor Day Tour from Hurghada, El Gouna, or Makadi",trip|moderate-price|short|ride|sea|snorkling,4,Hurghada
1278,2 DAYS 1 NIGHT TRAVEL PACKAGE TO ASWAN & LUXOR FROM CAIRO,trip|high-price|long|ancientEgypt,3.5,Cairo
1279,Discover Egypt and Jordan Tour 14 Days-Cairo and Nile Cruise- Petra and Dead Sea,trip|high-price|long|ancientEgypt|cruise|sea,4,Cairo
1280,Nile Cruise Holiday from Luxor to Aswan: 5 Days including Abu Simbel,trip|high-price|long|cruise,4.5,Luxor
1281,Coptic Cairo- Islamic Cairo - Khan El Khaliliy Bazar and The Egyptian Museum,trip|moderate-price|short|ancientEgypt,3.5,Cairo
1282,maistro italian food,Restaurant|Mediterranean|Italian,4,Cairo
1283,koshary abo tarek,Restaurant|Fast Food|Egyptian,4.5,Cairo
1284,the arcas restaurant ,Restauran|American|Pizza,4.5,Cairo
1285,Alfredo restaurant,Restaurant|Egyptian|Mediterranean,4,Cairo
1286,Bistro,Restaurant|Cafe|Egyptian,3.5,Cairo
1287,pizzakanga,Restaurant|Pizza|Egyptian,4,Alexandria
1288,sauchi restaurant,Restauran|Mediterranean|Vegetarian Friendly,3.5,Dahab
1289,camanda restaurant,Restauran|Egyptian|Fast Food,4.5,Sharm
1290,day and night,Restauran|Egyptian|Vegetarian Friendly,4,Sharm
1291,the smokery,Restauran|American|Seafood|Vegetarian Friendly,3.5,Cairo
1292,Task hotel alex,Hotel|moderate-price|Pool|Trendy|Pets,4,Alexandria
1293,stanley apartment ,Hotel|low-price|Pets|Family,4.5,Alexandria
1294,Helton Alex,Hotel|high-price|Luxury|Family,5,Alexandria
1295,Royal karawan,Hotel|moderate-price|Pool|Family,3,Alexandria
1296,Tirana dahab resort,Hotel|high-price|Luxury|Pool,5,Dahab
1297,Golden Europe hotel,Hotel|moderate-price|Trendy|Pool,3,Dahab
1298,seven heaven ,Hotel|moderate-price|Trendy|Pool|Family,4,Sharm
1299,octopus hotel,Hotel|moderate-price|Trendy|Family|Pets,4,Marsa Alam
1300,primo dahab,Hotel|moderate-price|Trendy,4.5,Dahab
1301,oscar life,Hotel|low-price|Family,3.5,Cairo
1302,Alf lela wa lela,Hotel|moderate-price|Trendy|Pool,2.5,Hurghada
1303,ezis peramaza ,Hotel|high-price|Luxury|Pool,5,Dahab
1304,new pola,Hotel|moderate-price|Trendy|Pool|Family,3,Luxor
1304,Maria's,Restaurant|Vegetarian Friendly,5,Cairo
1305,Tao,Restaurant|Asian,5,Cairo
1306,Hakuna matata cafe,Restaurant|Italian|American,4.5,Marsa Alam
1307,Costa Coffee,Restaurant|Cafe,4,Marsa Alam
1308,Sofra,Restaurant|Mediterranean,4.5,Marsa Alam
1309,Sharme El Luli,Restaurant|Mediterranean,4.5,Marsa Alam
1310,Gorgonia Beach Resort Pizzeria,Restaurant|Mediterranean,4,Marsa Alam
1311,Stella del Mare,Restaurant|Seafood|Vegetarian Friendly,5,Marsa Alam
1312,Nino’s Italian cuisine,Restaurant|Italian,4.5,Marsa Alam
1313,"Ristorante ""La Mia Africa""",Restaurant|Mediterranean,3.5,Marsa Alam
1314,Non Solo Pasta,Restaurant|Italian,4,Marsa Alam
1315,Mashrabia Restaurant Marsa Alam,Restaurant|Mediterranean|Egyptian,5,Marsa Alam
1316,Pamboty Seafood Restaurant,Restaurant|Seafood ,4,Marsa Alam
1317,4 corners coffeeshop,Restaurant|Mediterranean|Egyptian,4,Marsa Alam
1318,Turtles Restaurant,Restaurant|Italian|Fast Food |Mediterranean,5,Marsa Alam
1319,Romance Alexandria Corniche Hotel,Hotel|moderate-price,4.5,Alexandria
1320,Hilton Alexandria Corniche,Hotel|high-price|Pool,4.5,Alexandria
1321,Steigenberger Cecil Hotel,Hotel|high-price|Historic,4,Alexandria
1323,Helnan Palestine Hotel,Hotel|high-price|Pool,4,Alexandria
1324,Four Seasons Hotel Alexandria,Hotel|high-price|Pool,4.5,Alexandria
1325,"Radisson Blu Hotel, Alexandria",Hotel|moderate-price|Pool|Trendy,4.5,Alexandria
1326,Hilton Alexandria King's Ranch,Hotel|moderate-price|Pool|Trendy|Luxury,4.5,Alexandria
1327,TOLIP Hotel Alexandria,Hotel|moderate-price|Pool,3.5,Alexandria
1328,Alexander the Great Hotel,Hotel|low-price|Family,3.5,Alexandria
1329,Cherry Maryski Hotel,Hotel|low-price|Pool|Trendy,3.5,Alexandria
1330,Sheraton Montazah Hotel,Hotel|moderate-price|Pool|BabySitting,3.5,Alexandria
1331,Green Plaza Inn Hotel,Hotel|low-price|BabySitting|Trendy,4,Alexandria
1332,Hotel Transit Alexandria,Hotel|low-price,3.5,Alexandria
1334,The Grand Plaza Hotel Smouha,Hotel|low-price,4.5,Alexandria
1335,Paradise Inn Le Metropole Hotel,Hotel|moderate-price|Historic,3.5,Alexandria
1336,Triomphe Hotel,Hotel|low-price,3,Alexandria
1337,Plaza Hotel,Hotel|moderate-price,3.5,Alexandria
1338,Alexandria Mediterranean Suites,Hotel|low-price|Family,4,Alexandria
1339,Paradise Inn Windsor Palace Hotel,Hotel|low-price|Historic, ,Alexandria
